h,m,x,y
9,18,-15.312538975618446,-5.0764250540052664
9,19,-15.168490368406871,-5.0403428564654345
9,20,-15.026328906624432,-5.004835281568213
9,21,-14.886012487874897,-4.969889795017109
9,22,-14.747500233333504,-4.935494229638427
9,23,-14.61075244341378,-4.901636772097621
9,24,-14.475730555331515,-4.868305950185228
9,25,-14.342397102507487,-4.835490620652663
9,26,-14.210715675674635,-4.803179957560254
9,27,-14.08065088564568,-4.771363441121861
9,28,-13.952168327628463,-4.740030847014231
9,29,-13.825234547033492,-4.709172236133248
9,30,-13.699817006698204,-4.678777944774598
9,31,-13.5758840554441,-4.648838575214972
9,32,-13.453404897934652,-4.61934498668169
9,33,-13.332349565735672,-4.590288286684299
9,34,-13.212688889553046,-4.561659822698002
9,35,-13.094394472576678,-4.533451174179037
9,36,-12.977438664876892,-4.505654144895956
9,37,-12.861794538822334,-4.47826075556612
9,38,-12.747435865445372,-4.451263236777565
9,39,-12.634337091744735,-4.424654022190442
9,40,-12.522473318849794,-4.398425741997945
9,41,-12.41182028103479,-4.372571216641287
9,42,-12.302354325532045,-4.347083450764314
9,43,-12.194052393105009,-4.321955627396343
9,44,-12.086891999365088,-4.2971811023571895
9,45,-11.980851216774107,-4.272753398868733
9,46,-11.875908657327756,-4.248666202369796
9,47,-11.772043455878771,-4.224913355523049
9,48,-11.66923525406409,-4.201488853403468
9,49,-11.567464184831858,-4.178386838865826
9,50,-11.466710857519088,-4.155601598078077
9,51,-11.366956343479465,-4.133127556218895
9,52,-11.268182162214043,-4.110959273326824
9,53,-11.170370268006156,-4.089091440300042
9,54,-11.073503037030099,-4.067518875038072
9,55,-10.977563254904952,-4.046236518717732
9,56,-10.882534104696488,-4.0252394322024925
9,57,-10.788399155326609,-4.004522792574841
9,58,-10.69514235039442,-3.984081889791343
9,59,-10.6027479973703,-3.963912123450345
10,0,-10.511200757169028,-3.944008999672827
10,1,-10.42048563407753,-3.9243681280894047
10,2,-10.330587966014743,-3.90498521892783
10,3,-10.241493415130668,-3.8858560802011386
10,4,-10.153187958710365,-3.866976614988168
10,5,-10.065657880387757,-3.848342818806271
10,6,-9.978889761645675,-3.8299507770703842
10,7,-9.892870473595083,-3.8117966626357953
10,8,-9.807587169029674,-3.793876733422977
10,9,-9.723027274728377,-3.7761873301177467
10,10,-9.63917848401783,-3.758724873948398
10,11,-9.556028749565913,-3.741485864532966
10,12,-9.473566276409931,-3.724466877796477
10,13,-9.391779515209086,-3.707664563955261
10,14,-9.310657155701307,-3.6910756455635187
10,15,-9.230188120379328,-3.6746969156244083
10,16,-9.150361558351664,-3.658525235757814
10,17,-9.071166839404116,-3.6425575344274983
10,18,-8.992593548242791,-3.6267908052229147
10,19,-8.914631478910856,-3.6112221051935967
10,20,-8.837270629384358,-3.5958485532364213
10,21,-8.760501196322217,-3.5806673285303563
10,22,-8.684313569987676,-3.5656756690213416
10,23,-8.60869832931157,-3.5508708699509657
10,24,-8.53364623711152,-3.536250282431234
10,25,-8.459148235452664,-3.521811312061867
10,26,-8.385195441141825,-3.50755141758824
10,27,-8.311779141362969,-3.4934681096008613
10,28,-8.238890789430759,-3.4795589492714254
10,29,-8.166522000679727,-3.4658215471284226
10,30,-8.094664548462521,-3.452253561866671
10,31,-8.023310360271514,-3.4388526991930606
10,32,-7.95245151397032,-3.4256167107056386
10,33,-7.882080234130059,-3.412543392804449
10,34,-7.812188888477117,-3.3996305856351894
10,35,-7.742769984433064,-3.3868761720615304
10,36,-7.673816165758882,-3.374278076668064
10,37,-7.6053202092937395,-3.3618342647916823
10,38,-7.537275021778138,-3.349542741579106
10,39,-7.469673636774369,-3.3374015510726585
10,40,-7.4025092116646,-3.325408775320357
10,41,-7.335775024739223,-3.313562533512223
10,42,-7.269464472356609,-3.301860981139104
10,43,-7.203571066186723,-3.2903023091760226
10,44,-7.138088430529719,-3.2788847432880686
10,45,-7.073010299700579,-3.2676065430569734
10,46,-7.008330515492422,-3.256466001230382
10,47,-6.944043024700712,-3.245461442990333
10,48,-6.880141876718705,-3.234591225242535
10,49,-6.816621221193442,-3.2238537359243784
10,50,-6.753475305743055,-3.2132473933314003
10,51,-6.690698473738956,-3.202770645462783
10,52,-6.628285162137963,-3.192421969382919
10,53,-6.566229899378854,-3.182199870601367
10,54,-6.504527303326935,-3.172102882468189
10,55,-6.44317207927644,-3.1621295655860675
10,56,-6.382159018000882,-3.152278507237372
10,57,-6.32148299385296,-3.1425483208262253
10,58,-6.261138962917072,-3.132937645335883
10,59,-6.201121961201077,-3.123445144799009
11,0,-6.141427102881187,-3.114069507782966
11,1,-6.08204957858475,-3.104809446887422
11,2,-6.022984653718707,-3.0956636982553722
11,3,-5.964227666841034,-3.086631021096996
11,4,-5.905774028065941,-3.077710197224645
11,5,-5.84761921751705,-3.0689000306010694
11,6,-5.789758783809526,-3.060199346897825
11,7,-5.7321883425751725,-3.0516069930657195
11,8,-5.674903575021585,-3.0431218369159314
11,9,-5.617900226523312,-3.034742766711194
11,10,-5.561174105252075,-3.0264686907681333
11,11,-5.5047210808321365,-3.0182985370683286
11,12,-5.448537083036211,-3.0102312528804487
11,13,-5.392618100503619,-3.0022658043904533
11,14,-5.336960179494398,-2.994401176341907
11,15,-5.28155942267099,-2.986636371684869
11,16,-5.226411987905502,-2.978970411233115
11,17,-5.171514087119974,-2.9714023333305177
11,18,-5.116861985145796,-2.9639311935245765
11,19,-5.062451998617785,-2.9565560642490927
11,20,-5.008280494885064,-2.949276034513457
11,21,-4.954343890952398,-2.9420902096002886
11,22,-4.900638652443748,-2.9349977107701446
11,23,-4.847161292586626,-2.9279976749731116
11,24,-4.793908371224126,-2.9210892545680087
11,25,-4.740876493842303,-2.9142716170474823
11,26,-4.6880623106237795,-2.9075439447703557
11,27,-4.635462515522422,-2.9009054347004612
11,28,-4.5830738453527164,-2.8943552981509484
11,29,-4.53089307890575,-2.8878927605356774
11,30,-4.478917036078239,-2.8815170611257215
11,31,-4.42714257702614,-2.8752274528124175
11,32,-4.375566601329306,-2.8690232018751916
11,33,-4.324186047179432,-2.8629035877555986
11,34,-4.272997890584362,-2.856867902836602
11,35,-4.221999144584647,-2.8509154522265363
11,36,-4.171186858492485,-2.8450455535489607
11,37,-4.120558117141049,-2.8392575367367696
11,38,-4.070110040153468,-2.8335507438317187
11,39,-4.01983978122393,-2.8279245287882864
11,40,-3.9697445274132055,-2.8223782572821903
11,41,-3.9198214984622117,-2.816911306523827
11,42,-3.8700679461128127,-2.8115230650753267
11,43,-3.82048115344885,-2.8062129326727128
11,44,-3.7710584342447424,-2.8009803200516035
11,45,-3.721797132330954,-2.7958246487774754
11,46,-3.6726946209693065,-2.790745351079595
11,47,-3.6237483022399766,-2.785741869688867
11,48,-3.5749556064442993,-2.780813657679891
11,49,-3.526313991512305,-2.775960178315995
11,50,-3.477820942428307,-2.771180904898689
11,51,-3.429473970662108,-2.76647532062009
11,52,-3.381270613613206,-2.7618429184190663
11,53,-3.333208434066776,-2.7572832008409174
11,54,-3.2852850196541254,-2.7527956798998443
11,55,-3.2374979823306336,-2.748379876945394
11,56,-3.1898449578554273,-2.744035322531331
11,57,-3.1423236052858816,-2.7397615562881388
11,58,-3.0949316064795473,-2.7355581267984386
11,59,-3.0476666656024656,-2.731424591475096
12,0,-3.0005265086511,-2.727360516442715
12,1,-2.953508882975649,-2.7233654764214092
12,2,-2.906611556819397,-2.719439054613974
12,3,-2.859832318858171,-2.7155808425951573
12,4,-2.8131689777531164,-2.7117904402040565
12,5,-2.766619361709075,-2.7080674554390143
12,6,-2.7201813180385237,-2.7044115043548818
12,7,-2.673852712736695,-2.700822210963116
12,8,-2.627631430058176,-2.6972992071340096
12,9,-2.581515372104317,-2.693842132501475
12,10,-2.5355024584174215,-2.6904506343704067
12,11,-2.489590625576607,-2.6871243676258287
12,12,-2.443777826805822,-2.683862994644891
12,13,-2.3980620315827084,-2.6806661852106535
12,14,-2.35244122525835,-2.6775336164284016
12,15,-2.306913408676984,-2.6744649726437704
12,16,-2.261476597805519,-2.6714599453632117
12,17,-2.2161288233685723,-2.6685182331765844
12,18,-2.170868130484219,-2.665639541681397
12,19,-2.125692578310576,-2.66282358340956
12,20,-2.080600239692286,-2.6600700777556097
12,21,-2.0355892008168586,-2.657378750907309
12,22,-1.9906575608698787,-2.654749335777715
12,23,-1.9458034316990698,-2.6521815719393906
12,24,-1.901024937482795,-2.649675205560452
12,25,-1.856320214398431,-2.647229989342168
12,26,-1.8116874103005023,-2.6448456824586
12,27,-1.767124684398234,-2.6425220504978424
12,28,-1.7226302069403308,-2.640258865405009
12,29,-1.6782021589015577,-2.6380559054269694
12,30,-1.6338387316723684,-2.635912955058573
12,31,-1.5895381267558737,-2.6338298049907958
12,32,-1.5452985554621843,-2.631806252060201
12,33,-1.5011182386121888,-2.629842099200234
12,34,-1.4569954062398665,-2.6279371553939166
12,35,-1.4129282972999808,-2.626091235628203
12,36,-1.3689151593798898,-2.6243041608498845
12,37,-1.3249542484095438,-2.6225757579228324
12,38,-1.2810438283807977,-2.620905859586954
12,39,-1.2371821710627486,-2.6192943044184065
12,40,-1.1933675557254073,-2.6177409367914857
12,41,-1.1495982688615465,-2.6162456068417845
12,42,-1.1058726039130973,-2.6148081704308117
12,43,-1.0621888610009187,-2.6134284891120925
12,44,-1.018545346652124,-2.6121064300985606
12,45,-0.9749403735361574,-2.6108418662313895
12,46,-0.9313722601961901,-2.609634675950151
12,47,-0.887839330787119,-2.6084847432643254
12,48,-0.8443399148142987,-2.6073919577262274
12,49,-0.8008723468717388,-2.606356214405102
12,50,-0.757434966386384,-2.60537741386276
12,51,-0.7140261173580963,-2.6044554621302027
12,52,-0.6706441481077962,-2.603590270685913
12,53,-0.6272874110204768,-2.6027817564350793
12,54,-0.583954262294188,-2.6020298416903715
12,55,-0.5406430616890504,-2.6013344541538155
12,56,-0.497352172275292,-2.6006955268999494
12,57,-0.4540799601866936,-2.600112998360373
12,58,-0.4108247943696074,-2.599586812309285
12,59,-0.3675850463369101,-2.599116917850546
13,0,-0.32435908992293855,-2.5987032694057066
13,1,-0.2811453010348338,-2.5983458267035093
13,2,-0.23794205741025637,-2.5980445547703943
13,3,-0.1947477383705748,-2.597799423922431
13,4,-0.15156072457962466,-2.5976104097582633
13,5,-0.10837939779726066,-2.597477493153429
13,6,-0.06520214063765152,-2.597400660255802
13,7,-0.022027336327403745,-2.5973799024822948
13,8,0.02114663153967761,-2.5974152165167124
13,9,0.06432137924285045,-2.5975066043088835
13,10,0.1074985231789695,-2.5976540730748985
13,11,0.1506796801025841,-2.5978576352986598
13,12,0.19386646737136717,-2.5981173087345852
13,13,0.23706050318788638,-2.598433116411516
13,14,0.2802634068412601,-2.5988050866378263
13,15,0.3234767989536444,-2.5992332530078155
13,16,0.36670230172153095,-2.5997176544092016
13,17,0.4099415391621246,-2.600258335031917
13,18,0.45319613735687037,-2.6008553443781133
13,19,0.4964677246978127,-2.601508737273348
13,20,0.5397579321348258,-2.602218573879061
13,21,0.5830683934205532,-2.602984919706225
13,22,0.6264007453615359,-2.603807845630293
13,23,0.6697566280647546,-2.604687427907384
13,24,0.7131376851895634,-2.6056237481916407
13,25,0.7565455641985825,-2.6066168935540253
13,26,0.7999819166086815,-2.6076669565021535
13,27,0.8434483982479363,-2.6087740350016246
13,28,0.8869466695073901,-2.60993823249851
13,29,0.9304783956008188,-2.6111596579431753
13,30,0.9740452468214835,-2.612438425815408
13,31,1.0176488988016508,-2.6137746561508783
13,32,1.061291032775994,-2.6151684745689017
13,33,1.1049733358424207,-2.6166200123015377
13,34,1.1486975012308216,-2.618129406224128
13,35,1.1924652285669415,-2.6196967988870585
13,36,1.2362782241448755,-2.621322338549056
13,37,1.2801382011973528,-2.6230061792117705
13,38,1.324046880169078,-2.624748480655785
13,39,1.3680059889949414,-2.6265494084781493
13,40,1.4120172633760941,-2.6284091341311795
13,41,1.456082447064681,-2.6303278349629386
13,42,1.5002032921442752,-2.6323056942589314
13,43,1.5443815593198187,-2.63434290128563
13,44,1.5886190182057145,-2.63643965133518
13,45,1.6329174476179582,-2.638596145771855
13,46,1.6772786358717637,-2.6408125920800303
13,47,1.7217043810776067,-2.6430892039136302
13,48,1.7661964914464927,-2.645426201147348
13,49,1.8107567855941484,-2.6478238099294344
13,50,1.8553870928487102,-2.65028226273592
13,51,1.9000892535665548,-2.652801798426924
13,52,1.944865119445953,-2.6553826623042536
13,53,1.9897165538497932,-2.6580251061710696
13,54,2.0346454321272547,-2.660729388392945
13,55,2.079653641945117,-2.66349577396109
13,56,2.124743083619294,-2.6663245345571474
13,57,2.169915670450422,-2.6692159486197604
13,58,2.2151733290685467,-2.6721703014133213
13,59,2.26051799977662,-2.675187885098314
14,0,2.3059516369034987,-2.678268998803768
14,1,2.351476209158401,-2.6814139487015853
14,2,2.39709369999257,-2.684623048082939
14,3,2.4428061079663985,-2.6878966174367704
14,4,2.488615447118489,-2.691234984530102
14,5,2.534523747345997,-2.694638484490906
14,6,2.5805330547845338,-2.69810745989266
14,7,2.6266454321990036,-2.7016422608414827
14,8,2.672862959376403,-2.705243245065267
14,9,2.7191877335273613,-2.7089107780051886
14,10,2.7656218696940953,-2.712645232909649
14,11,2.812167501161456,-2.7164469909302973
14,12,2.858826779880487,-2.7203164412208687
14,13,2.9056018768927494,-2.7242539810381676
14,14,2.9524949827663702,-2.7282600158457706
14,15,2.9995083080371185,-2.7323349594202346
14,16,3.046644083655566,-2.736479233959822
14,17,3.093904561447114,-2.740693270196283
14,18,3.141292014572397,-2.744977507508806
14,19,3.18880873800346,-2.7493323940413874
14,20,3.236457049002558,-2.7537583868226148
14,21,3.2842392876112836,-2.7582559518884664
14,22,3.3321578171503394,-2.7628255644083692
14,23,3.380215024723958,-2.7674677088138013
14,24,3.4284133217396118,-2.7721828789306513
14,25,3.476755144430028,-2.7769715781140616
14,26,3.5252429543920507,-2.7818343193872623
14,27,3.573879239130555,-2.7867716255831847
14,28,3.6226665126135593,-2.7917840294896537
14,29,3.671607315840701,-2.7968720739983
14,30,3.7207042174172487,-2.802036312256564
14,31,3.769959814146178,-2.8072773078240263
14,32,3.819376731623882,-2.8125956348316885
14,33,3.8689576248550703,-2.817991878145877
14,34,3.918705178874423,-2.8234666335355074
14,35,3.9686221093819483,-2.82902050784349
14,36,4.0187111633935215,-2.8346541191625474
14,37,4.06897511989946,-2.8403680970146743
14,38,4.119416790542717,-2.846163082535635
14,39,4.1700390203062145,-2.852039728663309
14,40,4.220844688214108,-2.857998700330604
14,41,4.2718367080525885,-2.864040674663566
14,42,4.323018029099079,-2.8701663411834977
14,43,4.37439163687259,-2.8763764020146034
14,44,4.425960553893882,-2.882671572096005
14,45,4.477727840468606,-2.889052579399649
14,46,4.529696595481871,-2.895520165152863
14,47,4.581869957210092,-2.902075084066321
14,48,4.634251104155202,-2.908718104568186
14,49,4.686843255890464,-2.915450009043051
14,50,4.739649673930447,-2.922271594077479
14,51,4.792673662615441,-2.9291836707109264
14,52,4.845918570018816,-2.936187064693193
14,53,4.899387788873988,-2.9432826167481783
14,54,4.953084757518714,-2.95047118284359
14,55,5.00701296086715,-2.957753634468185
14,56,5.061175931396754,-2.965130858914916
14,57,5.115577250163126,-2.972603759571768
14,58,5.170220547835538,-2.980173256219472
14,59,5.225109505754459,-2.987840285336373
15,0,5.280247857019765,-2.995605800411754
15,1,5.33563938759557,-3.0034707722657514
15,2,5.3912879374498495,-3.011436189378516
15,3,5.4471974017129146,-3.01950305822662
15,4,5.503371731869096,-3.0276724036285794
15,5,5.559814936973902,-3.0359452690989013
15,6,5.61653108489862,-3.0443227172106773
15,7,5.673524303611028,-3.0528058299684044
15,8,5.730798782478082,-3.061395709188968
15,9,5.788358773609107,-3.070093476893636
15,10,5.84620859322551,-3.078900275709213
15,11,5.904352623065415,-3.0878172692796975
15,12,5.962795311825933,-3.096845642689035
15,13,6.021541176635191,-3.1059866028938763
15,14,6.080594804568938,-3.1152413791687903
15,15,6.139960854195737,-3.124611223561724
15,16,6.199644057170227,-3.134097411362632
15,17,6.259649219859958,-3.143701241583556
15,18,6.319981225015341,-3.1534240374514693
15,19,6.380645033484815,-3.163267146914687
15,20,6.441645685968452,-3.173231943161711
15,21,6.50298830482374,-3.183319825155082
15,22,6.56467809591281,-3.1935322181786296
15,23,6.626720350497516,-3.2038705743993154
15,24,6.689120447189838,-3.2143363734452137
15,25,6.751883853946,-3.224931122997795
15,26,6.815016130120041,-3.2356563594014562
15,27,6.878522928564884,-3.2465136482884676
15,28,6.942409997797495,-3.2575045852223448
15,29,7.006683184216106,-3.268630796357855
15,30,7.071348434376937,-3.2798939391192934
15,31,7.136411797339012,-3.2912957028983953
15,32,7.201879427064384,-3.3028378097705122
15,33,7.267757584891497,-3.3145220152317645
15,34,7.334052642069057,-3.32635010895579
15,35,7.400771082368341,-3.338323915573114
15,36,7.467919504761862,-3.350445295471563
15,37,7.535504626176272,-3.3627161456192627
15,38,7.603533284329606,-3.375138400412339
15,39,7.672012440639509,-3.387714032545367
15,40,7.740949183221268,-3.400445053908155
15,41,7.810350729965781,-3.413333516507393
15,42,7.880224431708827,-3.4263815134157816
15,43,7.950577775492323,-3.4395911797488345
15,44,8.021418387914172,-3.4529646936692853
15,45,8.092754038584694,-3.4665042774228505
15,46,8.164592643674625,-3.4802121984027212
15,47,8.236942269574488,-3.494090770247071
15,48,8.309811136658501,-3.5081423539686947
15,49,8.383207623158103,-3.5223693591181204
15,50,8.457140269159256,-3.536774244983232
15,51,8.53161778070794,-3.5513595218231058
15,52,8.60664903405135,-3.566127752141614
15,53,8.682243079997276,-3.5810815519979333
15,54,8.758409148414037,-3.5962235923589345
15,55,8.835156652864223,-3.6115566004923916
15,56,8.912495195379318,-3.62708336140315
15,57,8.990434571390272,-3.6428067193157054
15,58,9.068984774799528,-3.6587295792007923
15,59,9.148156003224052,-3.674854908352604
16,0,9.227958663394357,-3.6911857380140916
16,1,9.308403376726755,-3.7077251650544563
16,2,9.389500985076667,-3.7244763537012533
16,3,9.471262556667568,-3.741442537326229
16,4,9.553699392222088,-3.7586270202914815
16,5,9.636823031277705,-3.7760331798527025
16,6,9.720645258721358,-3.793664468127393
16,7,9.805178111527681,-3.8115244141257656
16,8,9.89043388572154,-3.8296166258490936
16,9,9.976425143574964,-3.847944792458847
16,10,10.063164721034157,-3.8665126865161077
16,11,10.150665735406363,-3.8853241662986733
16,12,10.238941593296488,-3.904383178194568
16,13,10.328005998811733,-3.9236937591766274
16,14,10.417872962054686,-3.943260039363483
16,15,10.508556807894495,-3.9630862446659973
16,16,10.600072185050822,-3.9831766995271978
16,17,10.692434075481263,-4.003535829754995
16,18,10.785657804107732,-4.0241681654565085
16,19,10.879759048874092,-4.045078344073342
16,20,10.974753851158205,-4.0662711135240635
16,21,11.070658626562027,-4.087751335460379
16,22,11.167490176074041,-4.10952398863689
16,23,11.265265697643056,-4.1315941724044105
16,24,11.364002798158257,-4.153967110327118
16,25,11.463719505877238,-4.176648153934208
16,26,11.564434283297619,-4.199642786606461
16,27,11.666166040502079,-4.222956627606047
16,28,11.768934149006588,-4.246595436257869
16,29,11.872758456110914,-4.270565116283604
16,30,11.977659299797185,-4.294871720300961
16,31,12.083657524181522,-4.319521454490687
16,32,12.19077449555703,-4.344520683442109
16,33,12.299032119049052,-4.36987593518386
16,34,12.40845285590258,-4.395593906406258
16,35,12.51905974145095,-4.421681467888934
16,36,12.630876403769644,-4.4481456701366975
16,37,12.743927083071812,-4.474993749238665
16,38,12.858236651862404,-4.502233132957651
16,39,12.973830635889376,-4.529871447060532
16,40,13.090735235944155,-4.557916521904626
16,41,13.208977350520957,-4.586376399285221
16,42,13.3285845994114,-4.615259339564529
16,43,13.44958534824883,-4.644573829088958
16,44,13.572008734062152,-4.674328587911145
16,45,13.69588469189297,-4.704532577833572
16,46,13.821243982506973,-4.73519501078352
16,47,13.94811822128448,-4.766325357543876
16,48,14.076539908309996,-4.797933356847449
16,49,14.206542459760103,-4.830029024863116
16,50,14.338160240621617,-4.8626226650847295
16,51,14.47142859882285,-4.895724878647346
16,52,14.60638390085501,-4.9293465750937075
16,53,14.743063568937082,-4.963498983608259
16,54,14.88150611983808,-4.998193664751196
16,55,15.021751205400285,-5.033442522708312
16,56,15.16383965489699,-5.069257818094204
16,57,15.30781351928303,-5.105652181328977
16,58,15.453716117458665,-5.142638626623199
16,59,15.601592084657401,-5.1802305666052755
17,0,15.751487423049499,-5.218441827618984
17,1,15.903449554715104,-5.25728666573726
17,2,16.057527377084178,-5.296779783522165
17,3,16.213771320991587,-5.33693634757596
17,4,16.37223341150933,-5.377772006931126
17,5,16.53296733167526,-5.419302912317326
17,6,16.696028489320007,-5.461545736364238
17,7,16.861474087131803,-5.504517694784465
17,8,17.02936319618441,-5.548236568602825
17,9,17.199756833090717,-5.592720727482518
17,10,17.37271804100983,-5.6379891542166005
17,11,17.54831197475064,-5.684061470457614
17,12,17.72660599017535,-5.730957963748392
17,13,17.907669738201946,-5.778699615942606
17,14,18.091575263648533,-5.8273081330901615
17,15,18.278397109238114,-5.876805976882765
17,16,18.468212425072362,-5.927216397753064
17,17,18.66110108389667,-5.978563469725575
17,18,18.857145802557753,-6.0308721271393795
17,19,19.056432269993007,-6.0841682033467315
17,20,19.259049282214114,-6.138478471526087
17,21,19.46508888469601,-6.193830687734673
17,22,19.67464652267729,-6.250253636353445
17,23,19.887821199879955,-6.307777178077536
17,24,20.104715646186047,-6.3664323006157995
17,25,20.325436494912253,-6.426251172291973
17,26,20.55009447026999,-6.487267198726342
17,27,20.778804585755292,-6.549515082822027
17,28,21.011686354182768,-6.613030888272466
17,29,21.24886401017498,-6.677852106835508
17,30,21.490466746010718,-6.744017729646162
17,31,21.736628961711265,-6.811568322836056
17,32,21.987490530457077,-6.880546107787152
17,33,22.243197080373836,-6.950995046336393
17,34,22.50390029391373,-7.022960931300511
17,35,22.769758226133952,-7.096491482714807
17,36,23.040935643236857,-7.171636450199437
17,37,23.317604382959868,-7.248447721931788
17,38,23.599943738393602,-7.326979440704268
17,39,23.888140867115947,-7.407288127636296
17,40,24.182391227533426,-7.489432814113889
17,41,24.48289904460559,-7.573475182614242
17,42,24.78987780729415,-7.659479717123066
17,43,25.103550800239834,-7.747513863902369
17,44,25.424151672522655,-7.837648203470807
17,45,25.751925046461437,-7.929956634692528
17,46,26.08712716988572,-8.024516572010192
17,47,26.430026615454857,-8.121409156904967
17,48,26.780905031078365,-8.220719484808923
17,49,27.14005794585726,-8.32253684880532
17,50,27.507795636341882,-8.426955001568649
17,51,27.88444405852662,-8.534072437181573
17,52,28.270345851387187,-8.643992694585785
17,53,28.665861418492426,-8.756824684641305
17,54,29.07137009490678,-8.872683042975888
17,55,29.487271407241362,-8.991688511001966
17,56,29.91398643575005,-9.113968347789204
17,57,30.35195928814262,-9.239656775719954
17,58,30.801658696064138,-9.368895463235505
17,59,31.2635797462128,-9.501834048296068
18,0,31.738245759579776,-9.638630706630163
18,1,32.22621033385928,-9.779452769323669
18,2,32.728059565685804,-9.924477394786285
18,3,33.24441447156912,-10.07389230080078
18,4,33.77593362846576,-10.227896562986926
18,5,34.32331605766533,-10.386701486839998
18,6,34.88730437853016,-10.550531561368244
18,7,35.468688261965774,-10.719625503365044
18,8,36.06830821751644,-10.894237402562773
18,9,36.68705975213844,-11.07463797917739
18,10,37.3258979440692,-11.261115966970298
18,11,37.985842480843864,-11.45397963666168
18,12,38.66798321737316,-11.65355847660198
18,13,39.37348631790689,-11.860205050000612
18,14,40.10360105452528,-12.074297050679219
18,15,40.85966734575802,-12.296239582626367
18,16,41.643124130835616,-12.52646769223548
18,17,42.45551868987,-12.765449186576008
18,18,43.29851703688531,-13.013687776077042
18,19,44.173915532613535,-13.271726586049661
18,20,45.083653887532584,-13.540152088594693
18,21,46.0298297530152,-13.819598514731478
18,22,47.01471513189608,-14.110752816688352
